hgnc_symbol	SLA1216	SLA2015_281116	SLA3014	SLA3315	SLA416	SLA615	SLA715	c258	c757	c840	c844
LINC00313	0	0	0	0	0	0	0	0	0	0	0
LINC00314	0.29	0	0	0	0	0	0	0	0	0	0
LINC00315	0	0.04	0	0	0	0	0	0	0	0	0
LINC00316	0	0	0	0	0	0	0	0	0	0	0
LINC00317	0	0	0	0	0	0	0	0	0	0	0
LINC00319	0	0	0	0	0	0	0	0	0	0	0
LINC00320	0	0	0	0	0	0	0	0	0	0	0
LINC00322	0	0	0	0	0	0	0	0	0	0	0
LINC00323	0.43	0	0	0	0	0	0	0	0	0	0
LINC00324	0	0.39	0.57	0.98	0	0.29	0.16	0	0.01	0.11	0
LINC00326	0.18	0	0	0	0	0	0	0	0	0	0
LINC00327	0.14	0	0	0	0	0.06	0	0	0	0	0
LINC00328-2P	0	0	0	0	0	0	0	0	0	0	0
LINC00330	0	0	0	0	0	0	0	0	0	0	0
LINC00331	0	0	0	0	0	0	0	0	0	0	0
LINC00332	0	0.12	0	0	0	0	0	0	0	0	0
LINC00333	0	0	0	0	0	0	0	0	0	0	0
LINC00334	0	0	0	0	0	0.27	0	0	0	0	0
LINC00336	0	0	0	0	0	0	0.05	0	0	0	0
LINC00337	0	0	0	0	0	0	0	0	0	0	0
LINC00339	0.22	2.17	1.8	1.43	0	1.05	0.36	0	0	0	0
LINC00342	0	2.95	1.67	4.3	0.14	2.64	1.01	0	0.09	0.11	0
LINC00343	0	0	0	0	0	0	0	0	0	0	0
LINC00345	0	0	0	0	0	0	0	0	0	0	0
LINC00346	0.21	0.14	0	0.1	0	0	0.02	0	0.03	0	0
LINC00347	0.56	0	0	0	0	0	0	0	0	0	0
LINC00348	0	0	0	0	0	0	0	0	0	0	0
LINC00349	0	0	0	0	0	0	0	0	0	0	0
LINC00350	0	0	0	0	0	0	0	0	0	0	0
LINC00351	0	0	0	0	0	0	0	0	0	0	0
LINC00352	1.32	0	0	0	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	0	0	0	0
LINC00354	0	0	0	0	0	0	0	0	0	0	0
LINC00355	0	0	0	0	0	0	0	0	0	0	0
LINC00358	0	0	0	0	0	0	0	0	0	0	0
LINC00359	0	0	0	0	0	0	0	0	0	0	0
LINC00362	0	0	0	0	0	0	0	0	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0	0
LINC00364	0	0	0	0	0	0	0	0	0	0	0
LINC00365	0	0	0	0	0	0	0	0	0	0	0
LINC00366	0	0	0	0	0	0	0	0	0	0	0
LINC00368	0	0	0	0	0	0	0	0	0	0	0
LINC00370	0	0	0	0	0	0	0	0	0	0	0
LINC00371	0.1	0	0	0	0	0	0	0	0	0	0
LINC00374	0	0	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0	0
LINC00376	0	0	0	0	0	0	0	0	0	0	0
LINC00377	0	0	0	0	0	0	0	0	0	0	0
LINC00378	0	0	0	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	0	0	0	0	0
LINC00380	0	0	0	0	0	0	0	0	0	0	0
LINC00381	0	0.14	0	0	0	0	0.19	0	0	0	0
LINC00382	0.55	0	0	0	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	0	0	0	0
LINC00384	0	0	0	0	0	0	0	0	0	0	0
LINC00385	0	0	0	0	0	0	0	0	0	0	0
LINC00387	0	0	0	0	0	0	0	0	0	0	0
LINC00388	0	0	0	0	0	0	0	0	0	0	0
LINC00390	0	0	0	0	0	0	0	0	0	0	0
LINC00391	0.08	0	0	0	0	0	0	0	0	0	0
LINC00392	0	0	0	0	0	0	0	0	0	0	0
LINC00393	0	0	0	0	0	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0	0	0	0	0	0
LINC00396	0	0	0	0	0	0	0	0	0	0	0
LINC00397	0	0	0	0	0	0	0	0	0	0	0
LINC00398	0	0.22	0	0	0	0	0	0	0	0	0
LINC00399	0	0	0	0	0	0	0	0	0	0	0
LINC00400	0	0	0	0	0	0	0	0	0	0	0
LINC00402	0	2.28	0.69	4.86	0	1.14	1.58	0	0.03	0.13	0
LINC00403	0	0	0	0	0	0	0	0	0	0	0
LINC00404	0	0	0	0	0	0	0	0	0	0	0
LINC00407	0	0	0	0	0	0	0	0	0	0	0
LINC00408	0	0	0	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0	0	0	0
LINC00412	0	0.28	0	0	0	0	0	0	0	0	0
LINC00415	0	0	0	0	0	0	0	0	0	0	0
LINC00421	0	0	0	0	0	0	0	0	0	0	0
LINC00423	0	0	0	0	0	0	0	0	0	0	0
LINC00424	0.86	0	0	0	0	0	0	0	0	0	0
LINC00426	0.48	2.03	0.42	4.73	0	2.64	2.77	0	0.05	0.23	0
LINC00427	0	0	0	0	0	0	0	0	0	0	0
LINC00428	0	0	0	0	0	0	0	0	0	0	0
LINC00430	0	0	0	0	0	0	0	0	0	0	0
LINC00431	0	0	0	0	0	0	0	0	0	0	0
LINC00433	0	0	0	0	0	0	0	0	0	0	0
LINC00434	0	0	0	0	0	0	0	0	0	0	0
LINC00437	0	0	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	0	0	0	0	0
LINC00441	0.42	0.17	0	0.26	0	0	0	0	0	0	0
LINC00442	0	0	0	0	0	0	0	0	0	0	0
LINC00443	0.41	0	0	0	0	0	0	0	0	0	0
LINC00444	0	0	0	0	0	0	0	0	0	0	0
LINC00445	0.82	0	0	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0	0	0	0
LINC00449	0	0	0	0.36	0	0	0	0	0	0	0
LINC00452	0.1	0.12	0	0	0	0	0	0	0	0	0
LINC00453	0	0	0	0	0	0	0	0	0	0	0
LINC00454	0	0	0	0	0	0	0	0	0	0	0
LINC00456	0	0	0	0	0	0	0	0	0	0	0
LINC00457	0	0	0	0	0	0	0	0	0	0	0
LINC00458	0	0	0	0	0	0	0	0	0	0	0
LINC00459	0	0	0	0	0	0	0	0	0	0	0
LINC00460	0.83	0	0	0	0	0	0	0	0	0	0
LINC00461	1.38	0	0	0	0	0	0	0	0	0	0
LINC00462	0	0	0	0	0	0	0	0	0	0	0
LINC00463	0	0	0	0	0	0	0	0	0	0	0
LINC00466	0	0	0	0	0	0	0	0	0	0	0
LINC00467	0.25	0.46	0.22	0.57	0.08	0.36	0.44	0	0.01	0	0
LINC00469	1.21	0.29	0	0	0	0.21	0	0	0.04	0	0
LINC00470	0.77	0	0	0	0	0	0.43	0	0	0	0
LINC00471	0	0.07	0	0	0.12	0	0	0	0	0	0
LINC00472	0.15	0	0	0	0	0	0	0	0	0	0
LINC00473	0.42	0	0	0	0	0	0	0	0	0	0
LINC00474	0	0	0	0	0	0	0	0	0	0	0
LINC00475	0	0	0	0	0	0	0	0	0	0	0
LINC00476	0.16	1.68	3.13	3.2	0.25	0.95	1.31	0.28	0.1	0	0
LINC00477	0	0	0	0	0	0	0	0	0	0	0
LINC00479	0	0	0	0	0	0	0	0	0	0	0
LINC00482	0	0.04	0.2	0.07	0	0.18	0.6	0	0	0	0
LINC00483	0	0	0	0	0	0	0	0	0	0	0
LINC00484	0	0.81	0	1.69	0	0.17	0.2	0	0	0	0
LINC00485	0.04	0	0	0	0	0	0	0	0	0	0
LINC00486	0	0	0	0	0	0	0	0	0	0	0
LINC00487	0	0.08	0	0	0	0	0	0	0	0	0
LINC00488	0.12	0	0	0	0	0	0	0	0	0	0
LINC00489	0	0	0	0	0	0	0	0	0	0	0
LINC00491	0	0	0	0	0	0	0	0	0	0	0
LINC00492	0.3	0	0	0	0	0	0	0	0	0	0
LINC00493	0	4.45	1.13	2.34	0.96	1.19	1.23	0	0.29	0	0
LINC00494	0.14	0.67	0.57	0.17	0	0.41	0.38	0.09	0	0	0
LINC00498	0	0	0	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0	0	0	0	0	0	0
LINC00500	0	0	0	0	0	0	0	0	0	0	0
LINC00501	0	0.04	0	0	0	0	0	0	0	0	0
LINC00502	0	0	0	0	0	0	0	0	0	0	0
LINC00504	0.16	0.7	0.16	0.2	0	0.02	0.16	0	0.03	0	0
LINC00506	0.17	0	0	0	0	0	0	0	0	0	0
LINC00507	0	0	0	0	0	0	0	0	0	0	0
LINC00508	0	0	0	0	0	0	0	0	0	0	0
LINC00511	0	0.19	0	0.08	0	0.07	0	0	0.01	0	0
LINC00517	0.13	0	0	0	0	0	0	0	0	0	0
LINC00518	0.39	0	0	0	0	0	0	0	0	0	0
LINC00519	0	0	0	0.25	0	0	0	0	0	0	0
LINC00520	0	0.69	0	0	0	0	0.44	0	0	0	0
LINC00521	0.16	0	0	0	0	0	0	0	0	0	0
LINC00523	0	0	0	0	0	0	0	0	0	0	0
LINC00524	1.43	0	0	0	0	0	0	0	0	0	0
LINC00525	0	0	0	0	0	0	0	0	0	0	0
LINC00526	0	0.17	0	0.17	0	0	0	0	0	0	0
LINC00528	0.28	0.41	0.18	0.88	0.42	0.38	0.58	0.13	0.1	0.1	0.11
LINC00529	0	0	0	0	0	0	0	0	0	0	0
LINC00533	0	0	0	0	0	0	0	0	0	0	0
LINC00534	0	1.48	0	1.45	0.21	0.5	0	0	0	0	0
LINC00535	0	0	0	0	0	0	0	0	0	0	0
LINC00536	0	0	0	0	0	0	0	0	0	0	0
LINC00538	0.08	0	0	0	0	0	0	0	0	0	0
LINC00539	0	0.49	0	0	0	0	0.43	0	0.06	0	0
LINC00540	0.14	0.18	0	0.22	0.14	0.81	0	0	0.04	0.1	0
LINC00543	0	0	0	0	0	0	0	0	0	0	0
LINC00544	0	0	0	0.32	0	0.28	0	0	0	0	0
LINC00545	0	0	0	0	0	0	0	0	0	0	0
LINC00547	0.04	0	0	0	0.04	0	0	0	0	0	0
LINC00550	0	0	0	0	0	0	0	0	0	0	0
LINC00551	0	0	0	0	0	0	0	0	0	0	0
LINC00552	0.06	0	0	0	0	0	0	0	0	0	0
LINC00554	0	0	0	0	0	0	0	0	0	0	0
LINC00555	0	0	0	0	0	0	0	0	0	0	0
LINC00556	0	0	0	0	0	0	0	0	0	0	0
LINC00557	0.24	0	0	0	0	0	0	0	0	0	0
LINC00558	0.09	0	0	0	0	0	0	0	0	0	0
LINC00559	0.15	0.02	0	0	0	0	0	0	0	0	0
LINC00560	0.67	0	0	0	0	0	0	0	0	0	0
LINC00561	0.11	0	0	0	0	0	0	0	0	0	0
LINC00562	0.06	0.29	0.32	0.92	0	0.05	0.09	0	0	0	0
LINC00563	0	0	0	0.1	0	0	0	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0	0	0	0
LINC00565	0.58	0.53	0.51	0.92	0	0.46	0.05	0	0.01	0	0
LINC00566	0	0	0	0	0	0	0	0	0	0	0
LINC00567	0.09	0	0	0	0	0	0	0	0	0	0
LINC00570	0	0.07	0	0	0	0	0	0	0	0	0
LINC00571	0	0	0	0.37	0	0	0.31	0	0	0	0
LINC00572	0	0	0	0	0	0	0	0	0	0	0
LINC00574	0	0	0	0	0	0	0	0	0	0	0
LINC00575	0	0	0	0	0	0	0	0	0	0	0
LINC00578	0	0	0	0	0	0	0	0	0	0	0
LINC00581	0	0	0	0	0	0	0	0	0	0	0
LINC00582	0	0	0.88	0.3	0	0	0	0	0	0	0
LINC00583	0	0	0	0	0	0	0	0	0	0	0
LINC00587	0	0	0	0	0	0	0	0	0	0	0
LINC00588	0	0	0	0	0	0	0	0	0	0	0
LINC00589	0	0	0	0	0	0	0	0	0	0	0
LINC00592	0	0	0	0	0	0	0	0	0	0	0
LINC00593	0	0	0	0	0	0	0	0	0	0	0
LINC00596	0	0	0	0	0	0	0	0	0	0	0
LINC00598	0.71	1.93	1.57	0.38	0.15	0	0.54	0	0	0	0
LINC00599	0.1	0	0	0	0	0.32	0	0	0	0	0
LINC00601	0	0	0	0	0	0	0	0	0	0	0
LINC00602	0	0	0	0	0	0	0	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0	0	0
LINC00604	0	0	0	0	0	0	0	0	0	0	0
LINC00605	0	0	0	0	0	0	0	0	0	0	0
LINC00606	0	0	0	0	0	0	0	0	0	0	0
LINC00607	0.08	0	0	0	0	0	0	0	0	0	0
LINC00608	0	0	0	0	0	0	0	0	0	0	0
LINC00609	0	0	0	0	0	0	0	0	0	0	0
LINC00612	0.2	1.45	1.25	3.3	0.14	0.21	0.92	0	0.06	0.1	0
LINC00613	0	0	0	0	0	0	0	0	0	0	0
LINC00615	0.55	0	0	0	0	0	0	0	0	0	0
LINC00616	0	0	0	0	0	0	0	0	0	0	0
LINC00618	0	0	0	0.95	0	0.9	0	0	0	0	0
LINC00619	0	0	0	0	0	0	0	0	0	0	0
LINC00620	0	0	0	0	0	0	0	0	0	0	0
LINC00621	0	0	0	0	0	0	0	0	0	0	0
LINC00622	0.29	0	0	0.63	0	0	0	0	0	0	0
LINC00623	2.62	0.84	0.62	2.62	1.19	0.69	4.01	0	0	0.66	0
LINC00624	0.22	0.2	0.37	1.26	0.05	0.26	0.11	0.09	0.05	0.07	0
LINC00626	0	0	0	0	0	0	0	0	0	0	0
LINC00628	0	0	0	0	0	0	0	0	0	0	0
LINC00629	0.94	0	0	0	0	0	0	0	0	0	0
LINC00630	0.37	2.11	0	0.52	0.4	0.67	0.76	0	0.15	0	0
LINC00632	0	0	0	0	0	0	0	0	0	0	0
LINC00633	0	0	0	0	0	0	0	0	0	0	0
LINC00634	0	0	0	0	0	0	0	0	0	0	0
LINC00635	0	0	0	0	0	0	0	0	0	0	0
LINC00636	0	0	0	0	0	0	0	0	0	0	0
LINC00637	0	0.09	0	0	0	0	0	0	0	0	0
LINC00638	0	0.35	0	0.42	0	0.19	0.18	0	0	0	0
LINC00639	0.32	0	0	0	0	0	0	0	0	0	0
LINC00640	0	0	0	0	0	0	0	0	0	0	0
LINC00641	0.45	2.89	2.56	4.15	0.43	2.32	1.93	0.1	0.27	0.31	0.04
LINC00642	0	0	0	0	0	0	0	0	0	0	0
LINC00643	0.14	0.03	0.98	0	0	0	0.03	0	0	0	0
LINC00644	0	0	0	0	0	0	0	0	0	0	0
LINC00645	0.08	0	0	0	0	0	0	0	0	0	0
LINC00648	0	0	0	0	0	0	0	0	0	0	0
LINC00649	0.18	3.18	4.49	4.96	1.59	2.72	1.05	0	0.04	0.74	0.11
LINC00652	0	0	0	0	0	0	0	0	0	0	0
LINC00654	0.05	0.06	0.06	0.21	0.05	0.06	0.04	0	0	0	0
LINC00656	0	0	0	0	0.08	0	0	0	0	0	0
LINC00658	0	0	0	0	0	0	0	0	0	0	0
LINC00659	0	0.2	0	0	0	0	0.29	0	0	0	0
LINC00661	0	0	0	0	0	0	0	0	0	0	0
LINC00662	0.57	1.9	0.19	2	0	1.91	0.7	0	0	0	0
LINC00664	0	0	0	0.04	0.09	0.04	0	0	0.01	0	0
LINC00665	0.65	0.57	0	0.64	0	0.17	0.12	0	0	0	0.08
LINC00667	0.2	3.41	2.38	5.6	0.92	1.16	1.58	0	0.08	0.25	0
LINC00668	0	0	0	0	0	0	0	0	0	0	0
LINC00670	0.15	0	0	0	0	0	0	0	0	0	0
LINC00671	0	0	0	0	0	0	0.12	0	0	0	0
LINC00672	0	0.31	0.31	0.92	0.04	0.34	0.39	0	0.01	0	0
LINC00674	3.06	1.06	2.93	3.53	0.26	0.87	0.63	0	0.14	0	0
LINC00675	0.1	0	0	0	0	0	0	0	0	0	0
LINC00676	0	0	0	0	0	0	0	0	0	0	0
LINC00677	0	0	0	0	0	0.36	0	0	0	0	0
LINC00678	0.43	0	0	0	0	0	0	0	0	0	0
LINC00680	0	1.37	0.51	1.9	0	0.78	0.65	0	0.02	0	0
LINC00681	0	0	0	0	0	0	0	0	0	0	0
LINC00682	0.53	0	0	0	0	0	0	0	0	0	0
LINC00683	0.08	0	0	0	0	0	0	0	0	0	0
LINC00684	0	0	0	0	0	0	0	0	0	0	0
LINC00685	0.93	0	0	0.51	0	0	0.43	0	0	0	0
LINC00686	0	0	0	0	0	0	0	0	0	0	0
LINC00687	0.38	0	0	0	0	0	0	0	0	0	0
LINC00689	0.11	0.02	0	0.03	0	0	0	0	0	0	0
LINC00690	0	0	0	0	0	0	0	0	0	0	0
LINC00691	0	0.06	0	0	0	0	0	0	0	0	0
LINC00692	0	0	0	0	0	0	0	0	0	0	0
LINC00694	0	0.14	0	0.4	0	0	0	0	0.03	0	0
LINC00698	0	0	0	0	0	0	0	0	0	0	0
LINC00700	0	0	0	0	0	0	0	0	0	0	0
LINC00701	0.23	0	0	0	0	0	0	0	0	0	0
LINC00702	0.23	0	0	0	0	0	0	0	0	0	0
LINC00703	0	0	0	0	0	0	0	0	0	0	0
LINC00704	0.42	0	0	0	0	0	0	0	0	0	0
LINC00705	0.17	0	0	0	0	0	0	0	0	0	0
LINC00706	0	0	0	0	0	0	0	0	0	0	0
LINC00707	0	0.09	0	0.17	0	0	0	0	0	0	0
LINC00708	0	0	0	0	0	0	0	0	0	0	0
LINC00709	0	0	0	0	0	0	0	0	0	0	0
LINC00710	0.98	0	0	0	0	0	0	0	0	0	0
LINC00824	0	1.38	0	0.67	0	0.86	0.56	0	0	0	0
LINC00836	0	0	0	0	0	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0	0	0	0	0	0
LINC00838	0.35	0	0	0	0	0	0	0	0	0	0
LINC00839	0	0	0	0	0	0	0	0	0	0	0
LINC00840	0	0	0	0	0	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0	0	0	0	0	0
LINC00843	0	1.3	0.96	0.87	0	0	0	0	0	0	0
LINC00844	0	0	0	0	0	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0	0	0	0	0	0
LINC00846	0	0.1	0	0	0	0	0	0	0	0	0
LINC00847	0	1.54	0.73	3.35	0.68	0.51	0.57	0	0.09	0.12	0
LINC00850	0	0	0	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0	0	0	0
LINC00852	0	1.54	1.58	4.45	0.47	0.66	1.37	0	0.06	0	0
LINC00853	0	1.1	0	0.78	0.8	0.68	0	0	0	0	0
LINC00854	1.46	2.41	3.52	4.23	0.63	1.99	2.65	0	0.07	0	0
LINC00856	0	0.15	0	0	0	0	0	0.38	0	0	0
LINC00857	0	0	0	0	0	0	0	0	0	0	0
LINC00858	0.39	0	0	0	0	0.04	0	0	0.01	0	0
LINC00861	0.03	22.03	3.1	30.04	2.43	9.6	10.03	0.05	0.38	0.95	0.08
LINC00862	0	0	0	0	0.33	0.09	0	0	0	0	0
LINC00863	0.99	1.21	0.7	1.33	0.09	0.65	1.02	0	0.04	0	0
LINC00864	0	0	0	0	0	0.11	0	0	0	0	0
LINC00865	0.04	0.02	0	0	0	0.03	0	0	0	0	0
LINC00866	0	0	0	0	0	0	0	0	0	0	0
LINC00867	0	0	0	0	0	0	0	0	0	0	0
LINC00868	0	0	0	0	0	0	0	0	0	0	0
LINC00869	0.96	5.14	5.96	6.94	0.89	1.88	2.97	0.06	0.22	0	0
LINC00870	0	0	0	0	0	0	0	0	0	0	0
LINC00871	0	0	0	0	0	0	0	0	0	0	0
LINC00877	0.97	1.44	3.99	1.27	0.75	0.66	0.73	0.53	0.15	0.79	0.15
LINC00879	0.22	0	0	0	0	0	0	0	0	0	0
LINC00880	0	0	0	0	0	0	0.28	0	0	0	0
LINC00881	0	0	0	0.2	0	0	0	0	0	0	0
LINC00882	0.11	0	0	0	0.11	0	0	0	0	0	0
LINC00884	0.11	0.03	0	0.05	0	0.26	1.41	0	0.05	0	0
LINC00885	0	0	0	0	0	0	0	0	0	0	0
LINC00886	0	0.24	0	0.29	0.04	0	0.25	0	0.01	0	0
LINC00887	0	0	0	0	0	0	0	0	0	0	0
LINC00888	0	0.13	0	0	0	0	0	0	0	0	0
LINC00890	0.06	0	0	0	0	0	0	0	0	0	0
LINC00891	0.11	0.44	0	0.79	0	0.25	0.29	0	0.01	0	0
LINC00892	0.75	0.93	0	0.98	0	0.31	0.07	0	0	0	0
LINC00893	1.66	2.11	2.43	4.12	3.11	3.85	1.45	0.59	0.26	0	0
LINC00894	0.35	4.47	5.04	10.14	0	3.15	3.9	0	0.2	0	0
LINC00895	0.09	0	0	0	0	0	0	0	0	0	0
LINC00896	0	0.13	0	0.06	0	0.06	0.25	0	0	0	0
LINC00898	0.1	0	0	0	0	0	0	0	0	0	0
LINC00899	0.07	0.33	0	0.56	0	0	0.04	0	0	0	0
LINC00900	0	0	0	0.24	0	0	0	0	0	0	0
LINC00901	0	0	0	0	0	0	0	0	0	0	0
LINC00903	0	0	0	0	0	0	0	0	0	0	0
LINC00904	0	0	0	0	0	0	0	0	0	0	0
LINC00905	0	0	0	0	0	0	0	0	0	0	0
LINC00906	0.41	0	0	0	0	0	0	0	0	0	0
LINC00907	0.49	0	0	0.88	0	0	0	0	0	0	0
LINC00908	0	0	0	0	0	0	0.05	0	0	0	0
LINC00909	0.04	1.4	0.11	2.39	0	0.95	0.32	0	0.06	0	0
LINC00910	0.23	0.49	0.63	0.79	0.05	0.13	0.32	0.09	0	0	0
LINC00911	0	0	0	0	0	0	0	0	0	0	0
LINC00917	1.58	0	0	0	0	0	0	0	0	0	0
LINC00919	0.2	0	0	0	0	0	0	0	0	0	0
LINC00920	0.42	0.37	0	0.82	0	0.11	0.21	0	0	0	0
LINC00921	0.36	1.15	1.27	1.3	0.06	0.24	0.77	0	0.13	0.09	0
LINC00922	0	0	0	0	0	0	0	0	0	0	0
LINC00923	0.36	0	0	0.17	0	0	0.1	0	0	0	0
LINC00924	0	0	0	0	0	0	0	0	0	0	0
LINC00926	5.22	18.06	18.46	9.41	2.06	12.07	10	0.13	0.18	0.26	0.48
LINC00927	0.74	0	0	0	0	0	0	0	0	0	0
LINC00928	0	0	0	0	0	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0	0	0	0	0	0
LINC00930	0	0	0	0	0	0	0	0	0	0	0
LINC00933	0.06	0	0	0	0	0	0	0	0	0	0
LINC00934	0	0	0	0	0	0	0	0	0	0	0
LINC00935	0	0	0	0	0	0	0	0	0	0	0
LINC00936	0.4	0.17	0.11	0.83	0.04	0.22	0.33	0.15	0.47	0.35	0
LINC00937	0.18	7.02	15.46	3.4	2.56	2.44	1.59	0	0.35	0	0
LINC00939	0.21	0	0	0	0	0	0	0	0	0	0
LINC00940	0	0	0	0	0	0	0	0	0	0	0
LINC00941	0	0	0	0	0	0	0	0	0	0	0
LINC00942	0	0.04	0	0	0	0	0	0	0	0	0
LINC00943	0	0.42	0.73	2.3	0	0.56	0.45	0	0	0	0
LINC00944	0.66	0.99	0	1.75	0	1.84	0	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0	0	0	0
LINC00950	0.04	0	0	0.13	0	0.02	0.02	0	0	0	0
LINC00951	0	0	0	0	0	0	0	0	0	0	0
LINC00954	0	1.38	0.13	2.31	0.07	1.31	1.45	0	0.05	0	0
LINC00955	0	0	0	0	0	0	0	0	0	0	0
LINC00957	1.42	0.96	0.43	0.84	0.24	0.14	0.68	0	0.01	0	0
LINC00958	0	0	0	0	0	0	0	0	0	0	0
LINC00959	0	0.36	0.56	0.72	0.41	0.08	0	0	0.02	0	0
LINC00960	0	0.07	0.19	0.13	0	0	0.05	0	0	0	0
LINC00961	0	0	0	0	0.3	0	0	0	0	0	0
LINC00963	1.5	2.14	4.14	3.57	1.32	1.64	2.91	0.61	0.11	0	0.27
LINC00964	0.08	0	0	0.32	0	0	0	0	0	0	0
LINC00967	0	0	0	0	0	0.16	0	0	0	0	0
LINC00968	0.98	0.39	0	0	0.19	0	0.1	0	0	0	0
LINC00969	5.15	19.23	20.14	47.81	2.55	9.39	23.87	0	0.69	1.88	0
LINC00970	0	0	0	0	0	0	0	0	0	0	0
LINC00971	0	0	0	0	0.02	0	0	0	0	0	0
LINC00972	0	0	0	0	0	0	0	0	0	0	0
LINC00973	0	0	0	0	0	0	0	0	0	0	0
LINC00974	0.14	0	0	0	0	0	0	0	0	0	0
LINC00976	0	0	0	0	0	0	0.3	0	0	0	0
LINC00977	0	0	0	0.38	0	0.11	0	0	0	0	0
LINC00982	0.27	0	0	0	0	0	0	0	0	0	0
LINC00987	0.34	1.98	2.06	2.33	0.12	0.71	0.73	0	0.11	0	0
LINC00989	9.36	14.37	2.1	2.68	2.84	1.38	1.98	0	0.05	0.22	0
LINC00992	0	0	0	0	0	0	0	0	0	0	0
LINC00993	0	0	0	0	0	0	0	0	0	0	0
LINC00994	0	0	0	0	0	0	0	0	0	0	0
LINC00996	0	0.56	0	0.07	0.07	0.26	0.54	0	0	0	0
LINC00997	0.28	0	1.18	0.25	0	0	0	0	0	0.08	0
LINC00998	2.02	2.01	1.23	3.36	0.21	0.49	0.54	0	0.03	0	0
LINC01001	0	5.73	7.85	6.65	0	2.38	7.25	0.28	0	0	0
LINC01002	76.92	33.55	42.11	37.49	15.38	17.95	39.35	2.45	1.96	2.11	1.21
LINC01003	0.17	1.34	0.23	0.24	0.78	0.14	0.07	0	0	0	0
LINC01004	0.75	0.9	0	1.24	0.26	0.86	0.21	0	0	0	0
LINC01005	0	0	0	0	0	0	0	0	0	0	0
LINC01006	0.46	0.4	0.17	0.54	0	0.1	0.1	0	0.01	0	0
LINC01007	0	0	0	0	0.21	0	0	0	0	0	0
LINC01010	0	0	0	0	0	0	0	0	0	0	0
LINC01011	4.28	3.06	2.35	1.25	0.59	1.78	1.05	0	0.08	0.29	0
LINC01012	0.16	0.39	0	0.19	0	0.43	0	0	0	0	0
LINC01013	0.35	0.25	0.31	0	0	0	0	0	0.02	0	0
LINC01014	0	0	0	0	0	0	0	0	0	0	0
LINC01015	0	0	0	0	0	0	0	0	0	0	0
LINC01016	0.05	0	0	0.19	0	0	0.26	0	0	0	0
LINC01017	0	0	0	0	0	0	0	0	0	0	0
LINC01018	0	0	0	0	0	0	0	0	0	0	0
LINC01019	0	0	0	0	0	0	0	0	0	0	0
LINC01020	0.54	0	0	0	0	0	0	0	0	0	0
LINC01021	0.38	0	0	0	0	0	0	0	0	0	0
LINC01022	0	0	0	0	0	0	0	0	0	0	0
LINC01023	3.16	0.54	0	0	0.46	0	0.41	0	0	0	0
LINC01024	0	0.25	0	0.38	0.11	0.23	0.14	0	0.05	0.27	0
LINC01028	0.46	0	0	0	0	0	0	0	0	0	0
LINC01029	0	0	0	0	0	0	0	0	0	0	0
LINC01030	0	0	0	0	0	0.2	0	0	0	0	0
LINC01031	0	0	0	0	0	0.18	0	0	0	0	0
LINC01032	0	0	0	0	0	0	0	0	0	0	0
LINC01033	0	0	0	0	0	0	0	0	0	0	0
LINC01034	0	0	0	0	0	0	0	0	0	0	0
LINC01035	0	0	0	0	0	0	0	0	0	0	0
LINC01036	0	0	0	0	0	0	0	0	0	0	0
LINC01037	0	0	1.5	0	0	0	0	0	0	0	0
LINC01038	0	0	0	0	0	0	0	0	0	0	0
LINC01039	0	0	0	0	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0	0
LINC01043	0	0	0	0	0	0	0	0	0	0	0
LINC01044	0	0	0	0	0	0	0	0	0	0	0
LINC01046	0	0	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	0	0	0	0	0	0	0	0
LINC01048	0	0	0	0	0	0	0	0	0	0	0
LINC01049	0	0	0	0	0	0	0	0	0	0	0
LINC01050	0	0	0	0	0	0.19	0	0	0	0	0
LINC01052	0	0	0	0	0	0	0	0	0	0	0
LINC01053	0	0	0	0	0	0	0	0	0	0	0
LINC01054	0	0	0	0	0	0	0	0	0	0	0
LINC01055	0	0	0	0	0	0	0	0	0	0	0
